"Ocupacion","NoPago","TotalMonto","EstadoContrato","Producto","FechaInicioC","FechaAdjudicación","FechaUltimoPago","FechaProyectadaFin","MontoVencido","Mensualidad","Ingresos","Legal","EdadActual","AZULEstatus","AdjudicaReal","PagosPuntuales","CostoAdmin","Genero","PersonaTipo","dtEstadoContrato","GrupoOrigenVenta","SemanasAdjud","Pagos9","Domicilia_Pago","Email","timetotV","Y"
52.0,41,269836,0.0,0.0,20150116,20151016,20180522,20200116,31479,4497,17477,0.0,28,0.0,0.0,34,20425,0.0,0.0,0.0,3.0,39.0,9,1,1,44,0
50.0,57,302494,1.0,0.0,20150717,20160617,20211014,20200717,10082,5041,20080,1.0,34,1.0,2.0,55,34910,0.0,0.0,1.0,3.0,48.0,7,0,1,59,1
87.0,50,191162,1.0,0.0,20150515,20151016,20190515,20200515,31860,3186,11031,0.0,36,1.0,2.0,40,24240,1.0,0.0,1.0,3.0,22.0,8,0,1,59,0
28.0,60,412910,0.0,0.0,20151218,20171215,20201103,20201218,6881,6881,40159,1.0,37,0.0,0.0,59,28343,1.0,0.0,0.0,3.0,104.0,3,1,1,61,1
97.0,40,254807,6.0,0.0,20150116,20150717,20180423,20200116,29722,4246,23579,0.0,25,1.0,2.0,33,19962,1.0,0.0,2.0,3.0,26.0,7,1,1,43,0
15.0,58,243514,1.0,0.0,20160318,20160520,20220520,20210318,16232,4058,14040,0.0,43,1.0,2.0,54,32703,1.0,0.0,1.0,3.0,9.0,9,0,1,59,0
15.0,60,421310,1.0,0.0,20150619,20151120,20200810,20200619,0,7021,42333,1.0,33,1.0,2.0,60,30219,0.0,0.0,1.0,3.0,22.0,8,0,1,60,1
115.0,59,308134,0.0,0.0,20150116,20160415,20191113,20200116,0,5135,23007,1.0,47,0.0,0.0,59,28453,1.0,0.0,0.0,3.0,65.0,9,0,1,59,1
50.0,60,331452,0.0,0.0,20150717,20160617,20210618,20200717,11048,5524,30225,1.0,30,0.0,0.0,58,33309,1.0,0.0,0.0,3.0,48.0,6,0,1,61,1
69.0,14,100786,6.0,0.0,20150320,20150320,20160428,20200320,8395,2000,7557,0.0,59,1.0,2.0,9,7261,1.0,1.0,2.0,3.0,0.0,5,1,1,17,0
5.0,54,259700,1.0,0.0,20150515,20150918,20190912,20200515,0,4328,18279,1.0,30,1.0,2.0,54,26007,0.0,0.0,1.0,0.0,18.0,8,1,1,54,1
97.0,57,213359,0.0,0.0,20160318,20170915,20201130,20210318,21330,3555,15124,0.0,43,0.0,0.0,51,26290,1.0,0.0,0.0,0.0,78.0,9,0,1,60,0
97.0,51,326338,0.0,0.0,20150515,20160819,20190607,20200515,0,5438,29776,1.0,35,0.0,0.0,51,24683,0.0,0.0,0.0,0.0,66.0,6,0,1,51,1
126.0,44,187050,0.0,0.0,20150515,20160520,20181129,20200515,28053,3117,11188,0.0,37,0.0,0.0,35,21579,0.0,0.0,0.0,3.0,53.0,6,1,1,50,0
97.0,40,162701,0.0,0.0,20150515,20160415,20180717,20200515,21688,2711,12096,0.0,41,1.0,2.0,32,19771,0.0,0.0,0.0,3.0,48.0,8,1,1,45,0
17.0,59,340709,5.0,0.0,20150116,20160318,20191130,20200116,0,5678,28952,1.0,32,0.0,0.0,59,28453,1.0,0.0,2.0,0.0,61.0,9,0,1,59,1
63.0,43,202931,0.0,0.0,20151218,20180518,20190531,20201218,23674,3382,19987,0.0,37,0.0,0.0,36,20575,0.0,0.0,0.0,3.0,126.0,8,0,1,45,0
118.0,54,215243,0.0,0.0,20150717,20160415,20191230,20200717,25109,3587,18294,0.0,56,1.0,2.0,47,25736,0.0,1.0,0.0,0.0,39.0,9,0,1,56,0
50.0,40,277199,1.0,0.0,20150821,20151016,20181108,20200821,0,4619,16867,1.0,35,1.0,2.0,40,19479,1.0,0.0,1.0,0.0,8.0,9,1,1,40,1
47.0,60,291331,3.0,0.0,20151218,20161216,20220117,20201218,4855,4855,22379,1.0,51,0.0,0.0,59,33474,1.0,0.0,2.0,0.0,52.0,8,1,1,61,1
97.0,60,321183,0.0,0.0,20150417,20160415,20200302,20200417,5353,5353,24403,1.0,41,0.0,0.0,59,28599,0.0,0.0,0.0,3.0,52.0,9,0,1,61,1
28.0,55,523727,1.0,0.0,20151120,20170120,20200302,20201120,0,8728,37228,1.0,44,0.0,0.0,55,25975,1.0,0.0,1.0,3.0,61.0,7,0,1,55,1
45.0,37,324132,3.0,0.0,20160219,20170217,20190117,20210219,10804,5402,23218,1.0,50,0.0,0.0,35,17772,1.0,0.0,2.0,1.0,52.0,8,0,1,38,1
97.0,60,325568,1.0,0.0,20150116,20150515,20200620,20200116,5426,5426,34903,1.0,57,1.0,2.0,59,31465,1.0,1.0,1.0,3.0,17.0,9,0,1,61,1
50.0,56,244265,1.0,0.0,20160318,20161118,20220128,20210318,8142,4071,26585,1.0,30,1.0,2.0,54,31938,0.0,0.0,1.0,3.0,35.0,9,0,1,58,1
28.0,33,224616,1.0,0.0,20151218,20160219,20180829,20201218,18715,3743,16110,0.0,31,1.0,2.0,28,16045,0.0,0.0,1.0,5.0,9.0,9,0,1,35,0
58.0,60,400611,3.0,0.0,20150619,20160715,20200602,20200619,26704,6676,36273,0.0,53,0.0,0.0,56,29368,0.0,0.0,2.0,3.0,56.0,8,0,1,64,0
58.0,27,400277,5.0,0.0,20160318,20160318,20180518,20210318,66710,6671,41840,0.0,44,1.0,2.0,17,13134,0.0,0.0,2.0,0.0,0.0,7,0,1,36,0
97.0,57,326459,0.0,0.0,20170915,20180720,20220602,20220915,10880,5440,31268,1.0,22,0.0,0.0,55,24621,0.0,0.0,0.0,0.0,44.0,8,0,1,58,1
85.0,57,270752,0.0,0.0,20170915,20181019,20220602,20220915,4512,4512,17083,1.0,21,0.0,0.0,56,24621,0.0,0.0,0.0,0.0,57.0,8,0,1,58,1
97.0,57,309037,0.0,0.0,20170915,20181019,20220503,20220915,5150,5150,23596,1.0,44,0.0,0.0,56,24621,1.0,0.0,0.0,0.0,57.0,8,0,1,58,1
47.0,59,402122,3.0,0.0,20151218,20170120,20210311,20201218,13404,6702,34760,1.0,27,0.0,0.0,57,29999,1.0,0.0,2.0,0.0,57.0,8,0,1,60,1
116.0,60,520836,1.0,0.0,20150116,20150220,20191202,20200116,8680,8680,38000,1.0,52,1.0,2.0,59,28885,0.0,0.0,1.0,3.0,5.0,9,1,1,61,1
69.0,60,289247,0.0,0.0,20150116,20151120,20200102,20200116,9640,4820,25218,1.0,55,0.0,0.0,58,29315,0.0,0.0,0.0,0.0,44.0,9,1,1,62,1
15.0,47,312876,0.0,0.0,20150717,20160923,20190531,20200717,46926,5214,28121,0.0,39,0.0,0.0,38,22664,1.0,0.0,0.0,4.0,62.0,8,0,1,51,0
52.0,59,320033,1.0,0.0,20151218,20160819,20201030,20201218,0,5333,29166,1.0,31,1.0,2.0,59,27406,1.0,0.0,1.0,3.0,35.0,9,1,1,59,1
50.0,60,508894,0.0,0.0,20151121,20170217,20220525,20201121,0,8481,50447,1.0,43,0.0,0.0,60,28020,1.0,0.0,0.0,3.0,64.8571428571429,8,0,1,60,1
97.0,48,347606,6.0,0.0,20150821,20150821,20190703,20200821,5793,5793,34082,1.0,48,1.0,2.0,47,23024,0.0,0.0,2.0,0.0,0.0,9,0,1,49,1
34.0,40,220855,1.0,0.0,20150320,20151120,20180611,20200320,18400,3680,18285,0.0,33,1.0,2.0,35,19835,0.0,0.0,1.0,3.0,35.0,9,1,1,44,0
45.0,54,233157,0.0,0.0,20150619,20160415,20191008,20200619,34965,3885,22492,0.0,59,0.0,0.0,45,25921,0.0,1.0,0.0,0.0,43.0,5,0,1,60,0
53.0,57,353123,1.0,0.0,20151218,20160219,20220512,20201218,5885,5885,22992,1.0,56,1.0,2.0,56,29074,1.0,1.0,1.0,3.0,9.0,9,0,1,58,1
5.0,60,277837,1.0,0.0,20150515,20160115,20210419,20200515,0,4630,21876,1.0,41,1.0,2.0,60,34073,1.0,0.0,1.0,3.0,35.0,8,1,1,60,1
63.0,50,265511,4.0,0.0,20151218,20161118,20200131,20201218,22125,4425,23686,0.0,37,0.0,0.0,45,23561,0.0,0.0,2.0,3.0,48.0,9,1,1,55,0
78.0,58,225110,5.0,0.0,20150116,20160617,20191022,20200116,37510,3751,16013,0.0,27,0.0,0.0,48,28018,0.0,0.0,2.0,3.0,74.0,9,0,1,65,0
28.0,54,218243,4.0,0.0,20151218,20161021,20200502,20201218,7274,3637,15482,1.0,36,0.0,0.0,52,25282,0.0,0.0,2.0,3.0,44.0,9,0,1,55,1
97.0,49,222508,0.0,0.0,20150116,20160318,20190117,20200116,37080,3708,20684,0.0,23,0.0,0.0,39,24041,1.0,0.0,0.0,0.0,61.0,7,0,1,58,0
97.0,19,62501,1.0,0.0,20160318,20160819,20170907,20210318,10410,2000,6238,0.0,55,1.0,2.0,9,9417,0.0,0.0,1.0,3.0,22.0,8,1,1,23,0
126.0,59,300473,1.0,0.0,20151218,20160617,20210104,20201218,0,5007,19599,1.0,47,1.0,2.0,59,28245,1.0,0.0,1.0,0.0,26.0,9,0,1,59,1
19.0,60,298864,0.0,0.0,20150320,20160520,20200602,20200320,4981,4981,24703,1.0,41,0.0,0.0,59,30415,0.0,0.0,0.0,0.0,61.0,9,0,1,61,1
42.0,26,146703,5.0,0.0,20151120,20160415,20171127,20201120,24450,2445,14441,0.0,31,0.0,1.0,16,12931,0.0,0.0,2.0,0.0,21.0,6,0,1,31,0
50.0,11,93106,5.0,0.0,20151218,20160219,20161028,20201218,15510,2000,8576,0.0,41,0.0,2.0,1,5614,0.0,0.0,2.0,3.0,9.0,5,0,1,12,0
97.0,30,486177,1.0,0.0,20151218,20151218,20180511,20201218,32408,8102,39343,0.0,50,1.0,2.0,26,14671,0.0,0.0,1.0,3.0,0.0,9,1,1,33,0
111.0,60,564026,1.0,0.0,20150717,20161118,20210609,20200717,0,9400,45333,1.0,47,0.0,0.0,60,33309,0.0,0.0,1.0,0.0,70.0,9,0,1,60,1
50.0,48,244874,5.0,0.0,20150220,20151120,20190130,20200220,24486,4081,24843,0.0,38,0.0,1.0,42,23515,1.0,0.0,2.0,0.0,39.0,9,1,1,53,0
97.0,40,226400,1.0,0.0,20150417,20151016,20180623,20200417,22638,3773,12746,0.0,31,1.0,2.0,34,19835,0.0,0.0,1.0,3.0,26.0,8,1,1,45,0
97.0,48,499999,1.0,0.0,20150320,20150717,20190201,20200320,16666,8333,37138,1.0,75,1.0,2.0,46,23434,0.0,1.0,1.0,3.0,17.0,8,1,1,49,1
45.0,60,287333,1.0,0.0,20151218,20160415,20220513,20201218,4788,4788,24699,1.0,33,1.0,2.0,59,27826,1.0,0.0,1.0,0.0,17.0,9,0,1,61,1
45.0,49,289732,6.0,0.0,20150619,20150619,20220518,20200619,9656,4828,31321,1.0,47,1.0,2.0,47,23716,1.0,0.0,2.0,3.0,0.0,9,1,1,50,1
125.0,59,274923,4.0,0.0,20150717,20160923,20200722,20200717,9164,4582,23487,1.0,26,0.0,0.0,57,28742,0.0,0.0,2.0,3.0,62.0,7,0,1,60,1
45.0,49,523180,1.0,0.0,20150220,20150515,20190102,20200220,8719,8719,37195,1.0,50,1.0,2.0,48,24041,0.0,0.0,1.0,3.0,12.0,8,1,1,50,1
104.0,34,274504,1.0,0.0,20151218,20151218,20180903,20201218,18300,4575,21965,0.0,47,1.0,2.0,30,16499,0.0,0.0,1.0,3.0,0.0,8,0,1,37,0
97.0,22,164190,6.0,0.0,20150515,20150619,20170109,20200515,13680,2736,11552,0.0,63,1.0,2.0,17,11282,0.0,1.0,2.0,0.0,5.0,8,1,0,25,0
47.0,60,240550,1.0,0.0,20150320,20150821,20200201,20200320,8018,4009,27179,1.0,35,1.0,2.0,58,28693,1.0,0.0,1.0,0.0,22.0,9,0,1,62,1
5.0,60,267613,0.0,0.0,20150619,20160617,20210615,20200619,4460,4460,23796,1.0,30,0.0,0.0,59,34361,0.0,0.0,0.0,0.0,52.0,6,1,1,61,1
126.0,40,203075,1.0,0.0,20150515,20160115,20180831,20200515,23688,3384,22548,0.0,34,1.0,2.0,33,19703,1.0,0.0,1.0,3.0,35.0,9,0,1,46,0
53.0,59,391873,1.0,0.0,20160219,20160923,20211208,20210219,13062,6531,35568,1.0,48,1.0,2.0,57,32060,0.0,0.0,1.0,3.0,31.0,8,0,1,60,1
58.0,47,198503,6.0,0.0,20150918,20150918,20200930,20200918,23156,3308,16421,0.0,43,1.0,2.0,40,28542,1.0,0.0,2.0,0.0,0.0,6,0,1,53,0
58.0,15,184114,6.0,0.0,20150220,20150417,20160401,20200220,30680,3068,14133,0.0,43,0.0,2.0,5,7786,0.0,0.0,2.0,3.0,8.0,7,0,1,16,0
58.0,56,336825,5.0,0.0,20150619,20151016,20200116,20200619,44904,5613,29297,0.0,30,0.0,1.0,48,26692,0.0,0.0,2.0,0.0,17.0,6,0,1,62,0
35.0,9,108721,5.0,0.0,20151120,20151120,20160722,20201120,14496,2000,9454,0.0,30,1.0,2.0,1,4610,1.0,0.0,2.0,0.0,0.0,6,0,1,11,0
3.0,56,255923,0.0,0.0,20150619,20160415,20191219,20200619,25590,4265,16739,0.0,27,0.0,0.0,50,26788,0.0,0.0,0.0,3.0,43.0,8,0,1,62,0
69.0,60,400776,0.0,0.0,20150619,20160415,20201113,20200619,0,6679,29166,1.0,69,0.0,0.0,60,31484,1.0,1.0,0.0,1.0,43.0,8,0,1,60,1
50.0,47,217176,1.0,0.0,20161021,20170421,20200821,20211021,25333,3619,18470,0.0,24,1.0,2.0,40,21451,0.0,0.0,1.0,3.0,26.0,9,0,1,49,0
52.0,60,269375,0.0,0.0,20150116,20160415,20191207,20200116,40401,4489,25942,0.0,31,0.0,0.0,51,28885,1.0,0.0,0.0,3.0,65.0,9,0,1,66,0
42.0,60,329107,0.0,0.0,20151120,20160923,20211210,20201120,0,5485,23844,1.0,38,0.0,0.0,60,33602,0.0,0.0,0.0,0.0,44.0,9,0,1,60,1
47.0,38,177590,0.0,0.0,20150220,20160115,20180321,20200220,26631,2959,19111,0.0,29,0.0,0.0,29,18975,0.0,0.0,0.0,0.0,47.0,8,0,1,39,0
74.0,60,355817,5.0,0.0,20151120,20170120,20210517,20201120,5930,5930,28255,1.0,26,0.0,0.0,59,30815,0.0,0.0,2.0,3.0,61.0,9,0,1,61,1
50.0,60,313187,1.0,0.0,20160520,20170317,20210614,20210520,10438,5219,28625,1.0,38,0.0,0.0,58,28147,0.0,0.0,1.0,0.0,43.0,9,0,1,62,1
53.0,60,347190,1.0,0.0,20151120,20170217,20201202,20201120,0,5786,39314,1.0,57,0.0,0.0,60,28762,1.0,1.0,1.0,3.0,65.0,9,0,1,60,1
69.0,48,180674,6.0,0.0,20150220,20150220,20190111,20200220,6022,3011,16649,1.0,58,1.0,2.0,46,23515,0.0,1.0,2.0,0.0,0.0,9,0,1,50,1
18.0,39,132150,6.0,0.0,20150515,20150515,20180629,20200515,17616,2202,13166,0.0,26,1.0,2.0,31,19313,0.0,0.0,2.0,3.0,0.0,9,0,0,43,0
58.0,50,312725,0.0,0.0,20150116,20160318,20190128,20200116,36484,5212,28804,0.0,49,0.0,0.0,43,24566,1.0,0.0,0.0,3.0,61.0,9,1,1,54,0
68.0,20,93626,5.0,0.0,20150619,20160415,20170116,20200619,12480,2000,6696,0.0,49,0.0,0.0,12,10232,1.0,0.0,2.0,0.0,43.0,9,0,1,23,0
63.0,46,343287,5.0,0.0,20160219,20170217,20191111,20210219,11442,5721,31901,1.0,61,0.0,0.0,44,21672,0.0,1.0,2.0,3.0,52.0,8,0,1,47,1
45.0,49,648438,6.0,0.0,20151218,20151218,20191206,20201218,0,10807,67488,1.0,49,1.0,2.0,49,23131,1.0,0.0,2.0,4.0,0.0,8,0,1,49,1
18.0,44,336649,6.0,0.0,20150320,20151016,20181010,20200320,5610,5610,19966,1.0,45,1.0,2.0,43,21654,1.0,0.0,2.0,3.0,30.0,8,0,1,45,1
126.0,37,242085,1.0,0.0,20150619,20150918,20180502,20200619,32272,4034,26828,0.0,29,1.0,2.0,29,18328,0.0,0.0,1.0,3.0,13.0,8,0,1,44,0
26.0,14,58182,1.0,0.0,20150619,20160115,20160706,20200619,6783,2000,6690,0.0,24,1.0,2.0,7,7225,0.0,0.0,1.0,0.0,30.0,9,0,1,20,0
5.0,44,300269,1.0,0.0,20151218,20160715,20190725,20201218,5004,5004,25706,1.0,45,1.0,2.0,43,20944,1.0,0.0,1.0,3.0,30.0,8,0,1,45,1
28.0,40,351711,0.0,0.0,20150821,20160715,20181121,20200821,58610,5861,37288,0.0,31,0.0,0.0,30,19479,0.0,0.0,0.0,0.0,47.0,9,0,1,43,0
50.0,27,88045,1.0,0.0,20150220,20161021,20170424,20200220,11736,2000,9907,0.0,27,1.0,2.0,19,13781,1.0,0.0,1.0,0.0,87.0,8,1,1,30,0
50.0,38,200187,5.0,0.0,20161021,20170721,20191001,20211021,30024,3336,15019,0.0,42,0.0,0.0,29,17661,1.0,0.0,2.0,3.0,39.0,8,0,1,39,0
97.0,56,638202,0.0,1.0,20170915,20200821,20220412,20220915,21272,10636,35373,1.0,39,0.0,0.0,54,24242,0.0,0.0,0.0,2.0,153.0,8,0,1,57,1
50.0,9,54807,1.0,0.0,20151120,20160415,20160712,20201120,9130,2000,3294,0.0,33,1.0,2.0,1,4610,0.0,0.0,1.0,3.0,21.0,9,0,1,19,0
114.0,59,274712,0.0,0.0,20150220,20151218,20200313,20200220,9156,4578,26429,1.0,26,0.0,0.0,57,29646,0.0,0.0,0.0,3.0,43.0,9,1,1,60,1
96.0,34,302613,6.0,0.0,20150515,20150619,20180202,20200515,45387,5043,18765,0.0,23,1.0,2.0,25,16944,0.0,0.0,2.0,0.0,5.0,9,0,1,43,0
28.0,29,141580,1.0,0.0,20161021,20170317,20190121,20211021,11795,2359,12502,0.0,50,1.0,2.0,24,13683,0.0,0.0,1.0,3.0,21.0,8,0,1,33,0
50.0,49,232935,6.0,0.0,20150515,20150619,20190502,20200515,0,3882,17049,1.0,25,1.0,2.0,49,23716,0.0,0.0,2.0,0.0,5.0,9,0,1,49,1
97.0,55,324547,1.0,0.0,20150619,20150619,20191106,20200619,0,5409,31665,1.0,26,1.0,2.0,55,26356,1.0,0.0,1.0,0.0,0.0,8,0,1,55,1
50.0,29,145348,1.0,0.0,20150918,20160415,20180117,20200918,19376,2422,13928,0.0,52,1.0,2.0,21,14382,1.0,0.0,1.0,0.0,30.0,9,1,1,34,0
28.0,56,307458,1.0,0.0,20151120,20161216,20200630,20201120,30744,5124,18730,0.0,27,0.0,0.0,50,26227,0.0,0.0,1.0,0.0,56.0,8,0,1,58,0
77.0,43,264785,1.0,0.0,20150821,20170120,20190201,20200821,35304,4413,29639,0.0,34,0.0,0.0,35,20811,0.0,0.0,1.0,3.0,74.0,8,0,1,46,0
85.0,60,317152,5.0,0.0,20150320,20160415,20200218,20200320,10570,5285,26136,1.0,38,0.0,0.0,58,28693,0.0,0.0,2.0,0.0,56.0,9,0,1,62,1
97.0,30,130641,1.0,0.0,20150320,20161021,20170824,20200320,19593,2177,9873,0.0,47,0.0,0.0,21,15181,1.0,0.0,1.0,3.0,83.0,8,1,1,32,0
43.0,44,314768,5.0,0.0,20160219,20161216,20190918,20210219,0,5246,23012,1.0,31,0.0,0.0,44,20799,1.0,0.0,2.0,4.0,43.0,7,0,1,44,1
125.0,57,298029,0.0,0.0,20150619,20160520,20200205,20200619,39736,4967,32661,0.0,49,0.0,0.0,49,27120,0.0,0.0,0.0,3.0,48.0,9,0,1,62,0
15.0,60,404145,1.0,0.0,20161021,20170421,20220519,20211021,0,6735,40341,1.0,40,1.0,2.0,60,29130,1.0,0.0,1.0,3.0,26.0,9,1,1,60,1
77.0,56,247619,0.0,0.0,20150220,20181019,20200228,20200220,0,4126,21748,1.0,25,0.0,0.0,56,29218,0.0,0.0,0.0,0.0,191.0,9,0,1,56,1
58.0,40,392562,6.0,0.0,20150116,20150918,20180425,20200116,0,6542,20617,1.0,37,1.0,2.0,40,19962,0.0,0.0,2.0,3.0,35.0,9,1,1,40,1
12.0,59,428693,1.0,0.0,20160819,20170120,20210504,20210819,7144,7144,42315,1.0,26,1.0,2.0,58,26716,0.0,0.0,1.0,0.0,22.0,8,0,1,60,1
53.0,56,252510,0.0,0.0,20150220,20151120,20191129,20200220,4208,4208,19053,1.0,34,0.0,0.0,55,27054,1.0,0.0,0.0,3.0,39.0,9,1,1,57,1
28.0,30,129747,5.0,0.0,20151120,20170818,20180425,20201120,19458,2162,12462,0.0,19,0.0,0.0,21,14724,0.0,0.0,2.0,0.0,91.0,9,0,1,38,0
97.0,32,178941,5.0,0.0,20150116,20160115,20170803,20200116,26838,2982,20597,0.0,42,0.0,2.0,23,16231,0.0,0.0,2.0,0.0,52.0,5,0,1,39,0
23.0,58,316751,0.0,0.0,20160923,20180316,20220103,20210923,5279,5279,28133,1.0,66,0.0,0.0,57,28871,0.0,1.0,0.0,0.0,77.0,9,0,1,59,1
23.0,58,309512,0.0,0.0,20160923,20180316,20220103,20210923,51580,5158,29278,0.0,66,0.0,0.0,48,28871,0.0,1.0,0.0,0.0,77.0,9,0,1,64,0
50.0,38,204857,0.0,0.0,20150320,20160415,20180425,20200320,27312,3414,17581,0.0,18,1.0,2.0,30,18912,0.0,0.0,0.0,0.0,56.0,8,1,1,44,0
126.0,52,321066,6.0,0.0,20160819,20161118,20201001,20210819,5351,5351,25897,1.0,28,1.0,2.0,51,23824,0.0,0.0,2.0,3.0,13.0,8,0,1,53,1
97.0,60,396402,0.0,0.0,20150619,20160415,20210419,20200619,13212,6606,43307,1.0,48,1.0,2.0,58,29368,0.0,0.0,0.0,3.0,43.0,8,1,1,62,1
50.0,34,220449,0.0,0.0,20150821,20160617,20180511,20200821,22044,3674,21661,0.0,34,0.0,0.0,28,16751,0.0,0.0,0.0,3.0,43.0,9,0,1,39,0
80.0,60,413490,1.0,0.0,20160819,20170317,20210726,20210819,13782,6891,33165,1.0,55,1.0,2.0,58,27524,1.0,1.0,1.0,0.0,30.0,8,0,1,61,1
50.0,9,12705,1.0,0.0,20150515,20150717,20210907,20200515,844,2000,1440,0.0,32,1.0,2.0,5,36089,0.0,0.0,1.0,3.0,9.0,3,1,1,13,0
117.0,46,205224,0.0,0.0,20150220,20160115,20181101,20200220,13680,3420,18911,0.0,28,0.0,0.0,42,22626,0.0,0.0,0.0,1.0,47.0,8,0,1,47,0
42.0,60,671330,1.0,0.0,20160923,20170217,20220302,20210923,11188,11188,39877,1.0,46,1.0,2.0,59,30146,0.0,0.0,1.0,3.0,21.0,8,0,1,61,1
6.0,55,469860,1.0,0.0,20150619,20151016,20200522,20200619,7831,7831,44091,1.0,53,1.0,2.0,54,28939,0.0,0.0,1.0,0.0,17.0,8,1,1,56,1
18.0,53,302961,5.0,0.0,20160520,20170120,20200901,20210520,10098,5049,18151,1.0,25,0.0,0.0,51,24428,1.0,0.0,2.0,3.0,35.0,9,0,1,55,1
80.0,60,305123,0.0,0.0,20150220,20160318,20200312,20200220,5085,5085,31217,1.0,38,0.0,0.0,59,29646,0.0,0.0,0.0,3.0,56.0,8,1,1,61,1
97.0,60,301818,0.0,0.0,20150220,20160115,20200213,20200220,10060,5030,23164,1.0,82,0.0,0.0,58,29218,1.0,1.0,0.0,3.0,47.0,9,0,1,61,1
